,p1,p2,p3,p4
61,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060', 'OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']","['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
82,['OAKS-MOR-585'],['OAK-MOR-983'],['OAK-MOR-591.fq.barcodeStripped'],['OAK-MOR-599.fq.barcodeStripped']
71,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060', 'OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']",['OAK-MOR-735.fq.barcodeStripped']
65,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']","['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
75,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']",['OAK-MOR-735.fq.barcodeStripped']
69,['OAKS-MOR-585'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],"['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
79,['OAKS-MOR-585'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],['OAK-MOR-735.fq.barcodeStripped']
80,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-591.fq.barcodeStripped', 'OAK-MOR-736.fq.barcodeStripped']",['OAK-MOR-599.fq.barcodeStripped']
85,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']",['OAK-MOR-599.fq.barcodeStripped']
88,['OAKS-MOR-585'],['OAK-MOR-983'],['OAK-MOR-729.fq.barcodeStripped'],['OAK-MOR-599.fq.barcodeStripped']
81,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060', 'OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']",['OAK-MOR-599.fq.barcodeStripped']
87,['OAKS-MOR-585'],['OAK-MOR-983'],['OAK-MOR-1060'],['OAK-MOR-599.fq.barcodeStripped']
86,['OAKS-MOR-585'],['OAK-MOR-983'],['OAK-MOR-1061'],['OAK-MOR-599.fq.barcodeStripped']
84,['OAKS-MOR-585'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060']",['OAK-MOR-599.fq.barcodeStripped']
