,p1,p2,p3,p4
25,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']","['OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
54,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060']",['OAK-MOR-1055']
66,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-1061'],"['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
65,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']","['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
75,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']",['OAK-MOR-735.fq.barcodeStripped']
29,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],"['OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
28,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-729.fq.barcodeStripped'],"['OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
14,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060']","['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped']"
17,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-1060'],"['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped']"
69,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],"['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
9,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],"['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped', 'OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
79,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],['OAK-MOR-735.fq.barcodeStripped']
5,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']","['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped', 'OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
59,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-728.fq.barcodeStripped'],['OAK-MOR-1055']
78,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-729.fq.barcodeStripped'],['OAK-MOR-735.fq.barcodeStripped']
68,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-729.fq.barcodeStripped'],"['OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
11,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],"['OAK-MOR-1061', 'OAK-MOR-1060', 'OAK-MOR-729.fq.barcodeStripped', 'OAK-MOR-728.fq.barcodeStripped']","['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped']"
58,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-729.fq.barcodeStripped'],['OAK-MOR-1055']
56,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-1061'],['OAK-MOR-1055']
6,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-1061'],"['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped', 'OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
8,['OAK-MOR-628.fq.barcodeStripped'],['OAK-MOR-983'],['OAK-MOR-729.fq.barcodeStripped'],"['OAK-MOR-659.fq.barcodeStripped', 'OAK-MOR-662.fq.barcodeStripped', 'OAK-MOR-1055', 'OAK-MOR-735.fq.barcodeStripped', 'OAK-MOR-599.fq.barcodeStripped']"
